,country,org_type,flow_type,transaction_type,year,quarter,month,aggregate_type,variable,value,timeframe,measure
14282,UNRWA,UNRWA,Non-LDC,Disbursements,2020,4,NA,Specific donor,Proportion,1,Quarterly,LDC status
143312,UNRWA,UNRWA,LDC,Disbursements,2019,1,NA,Specific donor,Proportion,NA,Quarterly,LDC status
143412,UNRWA,UNRWA,LDC,Disbursements,2019,2,NA,Specific donor,Proportion,NA,Quarterly,LDC status
143512,UNRWA,UNRWA,LDC,Disbursements,2019,3,NA,Specific donor,Proportion,NA,Quarterly,LDC status
143612,UNRWA,UNRWA,LDC,Disbursements,2019,4,NA,Specific donor,Proportion,0,Quarterly,LDC status
143712,UNRWA,UNRWA,LDC,Disbursements,2020,1,NA,Specific donor,Proportion,NA,Quarterly,LDC status
143812,UNRWA,UNRWA,LDC,Disbursements,2020,2,NA,Specific donor,Proportion,0,Quarterly,LDC status
143912,UNRWA,UNRWA,LDC,Disbursements,2020,3,NA,Specific donor,Proportion,0,Quarterly,LDC status
144012,UNRWA,UNRWA,LDC,Disbursements,2020,4,NA,Specific donor,Proportion,0,Quarterly,LDC status
14452,US,US,Non-LDC,Disbursements,2019,1,NA,Specific donor,Proportion,0.430474868,Quarterly,LDC status
14462,US,US,Non-LDC,Disbursements,2019,2,NA,Specific donor,Proportion,0.410595124,Quarterly,LDC status
14472,US,US,Non-LDC,Disbursements,2019,3,NA,Specific donor,Proportion,0.448111346,Quarterly,LDC status
14482,US,US,Non-LDC,Disbursements,2019,4,NA,Specific donor,Proportion,0.55069568,Quarterly,LDC status
14492,US,US,Non-LDC,Disbursements,2020,1,NA,Specific donor,Proportion,0.470261412,Quarterly,LDC status
14502,US,US,Non-LDC,Disbursements,2020,2,NA,Specific donor,Proportion,0.431654764,Quarterly,LDC status
14512,US,US,Non-LDC,Disbursements,2020,3,NA,Specific donor,Proportion,0.530642411,Quarterly,LDC status
14522,US,US,Non-LDC,Disbursements,2020,4,NA,Specific donor,Proportion,0.443120081,Quarterly,LDC status
14572,US,US,LDC,Disbursements,2019,1,NA,Specific donor,Proportion,0.569525132,Quarterly,LDC status
14582,US,US,LDC,Disbursements,2019,2,NA,Specific donor,Proportion,0.589404876,Quarterly,LDC status
14592,US,US,LDC,Disbursements,2019,3,NA,Specific donor,Proportion,0.551888654,Quarterly,LDC status
14602,US,US,LDC,Disbursements,2019,4,NA,Specific donor,Proportion,0.44930432,Quarterly,LDC status
14613,US,US,LDC,Disbursements,2020,1,NA,Specific donor,Proportion,0.529738588,Quarterly,LDC status
14622,US,US,LDC,Disbursements,2020,2,NA,Specific donor,Proportion,0.568345236,Quarterly,LDC status
14632,US,US,LDC,Disbursements,2020,3,NA,Specific donor,Proportion,0.469357589,Quarterly,LDC status
14642,US,US,LDC,Disbursements,2020,4,NA,Specific donor,Proportion,0.556879919,Quarterly,LDC status
146912,World Bank,World Bank,Non-LDC,Disbursements,2019,1,NA,Specific donor,Proportion,0.613333696,Quarterly,LDC status
147012,World Bank,World Bank,Non-LDC,Disbursements,2019,2,NA,Specific donor,Proportion,0.765348891,Quarterly,LDC status
147112,World Bank,World Bank,Non-LDC,Disbursements,2019,3,NA,Specific donor,Proportion,0.737894606,Quarterly,LDC status
147212,World Bank,World Bank,Non-LDC,Disbursements,2019,4,NA,Specific donor,Proportion,0.601795001,Quarterly,LDC status
147312,World Bank,World Bank,Non-LDC,Disbursements,2020,1,NA,Specific donor,Proportion,0.661961769,Quarterly,LDC status
147412,World Bank,World Bank,Non-LDC,Disbursements,2020,2,NA,Specific donor,Proportion,0.73757458,Quarterly,LDC status
147512,World Bank,World Bank,Non-LDC,Disbursements,2020,3,NA,Specific donor,Proportion,0.725635778,Quarterly,LDC status
147612,World Bank,World Bank,Non-LDC,Disbursements,2020,4,NA,Specific donor,Proportion,0.76141984,Quarterly,LDC status
14812,World Bank,World Bank,LDC,Disbursements,2019,1,NA,Specific donor,Proportion,0.386666304,Quarterly,LDC status
14822,World Bank,World Bank,LDC,Disbursements,2019,2,NA,Specific donor,Proportion,0.234651109,Quarterly,LDC status
14832,World Bank,World Bank,LDC,Disbursements,2019,3,NA,Specific donor,Proportion,0.262105394,Quarterly,LDC status
14842,World Bank,World Bank,LDC,Disbursements,2019,4,NA,Specific donor,Proportion,0.398204999,Quarterly,LDC status
14852,World Bank,World Bank,LDC,Disbursements,2020,1,NA,Specific donor,Proportion,0.338038231,Quarterly,LDC status
14862,World Bank,World Bank,LDC,Disbursements,2020,2,NA,Specific donor,Proportion,0.26242542,Quarterly,LDC status
14872,World Bank,World Bank,LDC,Disbursements,2020,3,NA,Specific donor,Proportion,0.274364222,Quarterly,LDC status
14882,World Bank,World Bank,LDC,Disbursements,2020,4,NA,Specific donor,Proportion,0.23858016,Quarterly,LDC status
14932,World Food Programme,World Food Programme,Non-LDC,Disbursements,2019,1,NA,Specific donor,Proportion,0.33084553,Quarterly,LDC status
14942,World Food Programme,World Food Programme,Non-LDC,Disbursements,2019,2,NA,Specific donor,Proportion,0.352607516,Quarterly,LDC status
14952,World Food Programme,World Food Programme,Non-LDC,Disbursements,2019,3,NA,Specific donor,Proportion,0.34404446,Quarterly,LDC status
14962,World Food Programme,World Food Programme,Non-LDC,Disbursements,2019,4,NA,Specific donor,Proportion,0.448498371,Quarterly,LDC status
14972,World Food Programme,World Food Programme,Non-LDC,Disbursements,2020,1,NA,Specific donor,Proportion,0.385993624,Quarterly,LDC status
14982,World Food Programme,World Food Programme,Non-LDC,Disbursements,2020,2,NA,Specific donor,Proportion,0.322686502,Quarterly,LDC status
14992,World Food Programme,World Food Programme,Non-LDC,Disbursements,2020,3,NA,Specific donor,Proportion,0.311198588,Quarterly,LDC status
15002,World Food Programme,World Food Programme,Non-LDC,Disbursements,2020,4,NA,Specific donor,Proportion,0.480377421,Quarterly,LDC status
150512,World Food Programme,World Food Programme,LDC,Disbursements,2019,1,NA,Specific donor,Proportion,0.66915447,Quarterly,LDC status
150612,World Food Programme,World Food Programme,LDC,Disbursements,2019,2,NA,Specific donor,Proportion,0.647392484,Quarterly,LDC status
150712,World Food Programme,World Food Programme,LDC,Disbursements,2019,3,NA,Specific donor,Proportion,0.65595554,Quarterly,LDC status
150812,World Food Programme,World Food Programme,LDC,Disbursements,2019,4,NA,Specific donor,Proportion,0.551501629,Quarterly,LDC status
150912,World Food Programme,World Food Programme,LDC,Disbursements,2020,1,NA,Specific donor,Proportion,0.614006376,Quarterly,LDC status
151012,World Food Programme,World Food Programme,LDC,Disbursements,2020,2,NA,Specific donor,Proportion,0.677313498,Quarterly,LDC status
151112,World Food Programme,World Food Programme,LDC,Disbursements,2020,3,NA,Specific donor,Proportion,0.688801412,Quarterly,LDC status
151212,World Food Programme,World Food Programme,LDC,Disbursements,2020,4,NA,Specific donor,Proportion,0.519622579,Quarterly,LDC status
15172,NA,IFI,Non-LDC,Disbursements,2019,1,NA,Organisation type,Proportion,0.703831194,Quarterly,LDC status
15182,NA,IFI,Non-LDC,Disbursements,2019,2,NA,Organisation type,Proportion,0.780741722,Quarterly,LDC status
15192,NA,IFI,Non-LDC,Disbursements,2019,3,NA,Organisation type,Proportion,0.798597313,Quarterly,LDC status
15202,NA,IFI,Non-LDC,Disbursements,2019,4,NA,Organisation type,Proportion,0.764488606,Quarterly,LDC status
15213,NA,IFI,Non-LDC,Disbursements,2020,1,NA,Organisation type,Proportion,0.72196418,Quarterly,LDC status
15222,NA,IFI,Non-LDC,Disbursements,2020,2,NA,Organisation type,Proportion,0.784136222,Quarterly,LDC status
15232,NA,IFI,Non-LDC,Disbursements,2020,3,NA,Organisation type,Proportion,0.795147831,Quarterly,LDC status
15242,NA,IFI,Non-LDC,Disbursements,2020,4,NA,Organisation type,Proportion,0.838132202,Quarterly,LDC status
15292,NA,IFI,LDC,Disbursements,2019,1,NA,Organisation type,Proportion,0.296168806,Quarterly,LDC status
15302,NA,IFI,LDC,Disbursements,2019,2,NA,Organisation type,Proportion,0.219258278,Quarterly,LDC status
15316,NA,IFI,LDC,Disbursements,2019,3,NA,Organisation type,Proportion,0.201402687,Quarterly,LDC status
15322,NA,IFI,LDC,Disbursements,2019,4,NA,Organisation type,Proportion,0.235511394,Quarterly,LDC status
15332,NA,IFI,LDC,Disbursements,2020,1,NA,Organisation type,Proportion,0.27803582,Quarterly,LDC status
15342,NA,IFI,LDC,Disbursements,2020,2,NA,Organisation type,Proportion,0.215863778,Quarterly,LDC status
15352,NA,IFI,LDC,Disbursements,2020,3,NA,Organisation type,Proportion,0.204852169,Quarterly,LDC status
15362,NA,IFI,LDC,Disbursements,2020,4,NA,Organisation type,Proportion,0.161867798,Quarterly,LDC status
154112,NA,Bilateral,Non-LDC,Disbursements,2019,1,NA,Organisation type,Proportion,0.496108797,Quarterly,LDC status
154212,NA,Bilateral,Non-LDC,Disbursements,2019,2,NA,Organisation type,Proportion,0.461849211,Quarterly,LDC status
154312,NA,Bilateral,Non-LDC,Disbursements,2019,3,NA,Organisation type,Proportion,0.483497136,Quarterly,LDC status
154412,NA,Bilateral,Non-LDC,Disbursements,2019,4,NA,Organisation type,Proportion,0.495597261,Quarterly,LDC status
154512,NA,Bilateral,Non-LDC,Disbursements,2020,1,NA,Organisation type,Proportion,0.509270035,Quarterly,LDC status
154612,NA,Bilateral,Non-LDC,Disbursements,2020,2,NA,Organisation type,Proportion,0.504716691,Quarterly,LDC status
154712,NA,Bilateral,Non-LDC,Disbursements,2020,3,NA,Organisation type,Proportion,0.512268278,Quarterly,LDC status
154812,NA,Bilateral,Non-LDC,Disbursements,2020,4,NA,Organisation type,Proportion,0.46879995,Quarterly,LDC status
15532,NA,Bilateral,LDC,Disbursements,2019,1,NA,Organisation type,Proportion,0.503891203,Quarterly,LDC status
15542,NA,Bilateral,LDC,Disbursements,2019,2,NA,Organisation type,Proportion,0.538150789,Quarterly,LDC status
15552,NA,Bilateral,LDC,Disbursements,2019,3,NA,Organisation type,Proportion,0.516502864,Quarterly,LDC status
15562,NA,Bilateral,LDC,Disbursements,2019,4,NA,Organisation type,Proportion,0.504402739,Quarterly,LDC status
15572,NA,Bilateral,LDC,Disbursements,2020,1,NA,Organisation type,Proportion,0.490729965,Quarterly,LDC status
15582,NA,Bilateral,LDC,Disbursements,2020,2,NA,Organisation type,Proportion,0.495283309,Quarterly,LDC status
15592,NA,Bilateral,LDC,Disbursements,2020,3,NA,Organisation type,Proportion,0.487731722,Quarterly,LDC status
15602,NA,Bilateral,LDC,Disbursements,2020,4,NA,Organisation type,Proportion,0.53120005,Quarterly,LDC status
15652,NA,Multilateral,Non-LDC,Disbursements,2019,1,NA,Organisation type,Proportion,0.385462954,Quarterly,LDC status
15662,NA,Multilateral,Non-LDC,Disbursements,2019,2,NA,Organisation type,Proportion,0.395822141,Quarterly,LDC status
15672,NA,Multilateral,Non-LDC,Disbursements,2019,3,NA,Organisation type,Proportion,0.386265755,Quarterly,LDC status
15682,NA,Multilateral,Non-LDC,Disbursements,2019,4,NA,Organisation type,Proportion,0.544256689,Quarterly,LDC status
15692,NA,Multilateral,Non-LDC,Disbursements,2020,1,NA,Organisation type,Proportion,0.445863019,Quarterly,LDC status
15702,NA,Multilateral,Non-LDC,Disbursements,2020,2,NA,Organisation type,Proportion,0.41873935,Quarterly,LDC status
15713,NA,Multilateral,Non-LDC,Disbursements,2020,3,NA,Organisation type,Proportion,0.436694849,Quarterly,LDC status
15722,NA,Multilateral,Non-LDC,Disbursements,2020,4,NA,Organisation type,Proportion,0.530077327,Quarterly,LDC status
157712,NA,Multilateral,LDC,Disbursements,2019,1,NA,Organisation type,Proportion,0.614537046,Quarterly,LDC status
157812,NA,Multilateral,LDC,Disbursements,2019,2,NA,Organisation type,Proportion,0.604177859,Quarterly,LDC status
157912,NA,Multilateral,LDC,Disbursements,2019,3,NA,Organisation type,Proportion,0.613734245,Quarterly,LDC status
158012,NA,Multilateral,LDC,Disbursements,2019,4,NA,Organisation type,Proportion,0.455743311,Quarterly,LDC status
158112,NA,Multilateral,LDC,Disbursements,2020,1,NA,Organisation type,Proportion,0.554136981,Quarterly,LDC status
158212,NA,Multilateral,LDC,Disbursements,2020,2,NA,Organisation type,Proportion,0.58126065,Quarterly,LDC status
158312,NA,Multilateral,LDC,Disbursements,2020,3,NA,Organisation type,Proportion,0.563305151,Quarterly,LDC status
158412,NA,Multilateral,LDC,Disbursements,2020,4,NA,Organisation type,Proportion,0.469922673,Quarterly,LDC status
1190,African Development Bank Group,African Development Bank Group,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,2210.467268,Yearly,LDC status
2200,African Development Bank Group,African Development Bank Group,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1858.589257,Yearly,LDC status
3176,African Development Bank Group,African Development Bank Group,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,2939.610048,Yearly,LDC status
4108,African Development Bank Group,African Development Bank Group,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1405.369902,Yearly,LDC status
51710,African Development Bank Group,African Development Bank Group,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1512.444682,Yearly,LDC status
6133,African Development Bank Group,African Development Bank Group,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,2413.514852,Yearly,LDC status
7223,Asian Development Bank,Asian Development Bank,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,10254.11662,Yearly,LDC status
8293,Asian Development Bank,Asian Development Bank,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,11723.37713,Yearly,LDC status
91310,Asian Development Bank,Asian Development Bank,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,17423.73399,Yearly,LDC status
10103,Asian Development Bank,Asian Development Bank,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1556.281334,Yearly,LDC status
11173,Asian Development Bank,Asian Development Bank,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1949.74502,Yearly,LDC status
12253,Asian Development Bank,Asian Development Bank,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,3133.136702,Yearly,LDC status
1370,Australia,Australia,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1142.86011,Yearly,LDC status
1456,Australia,Australia,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1119.057995,Yearly,LDC status
1550,Australia,Australia,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,748.5149429,Yearly,LDC status
1660,Australia,Australia,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,725.3935536,Yearly,LDC status
17103,Australia,Australia,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,715.572646,Yearly,LDC status
18103,Australia,Australia,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,421.0256016,Yearly,LDC status
19103,Belgium,Belgium,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,96.43354824,Yearly,LDC status
20173,Belgium,Belgium,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,147.6336707,Yearly,LDC status
21103,Belgium,Belgium,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,74.58492591,Yearly,LDC status
22103,Belgium,Belgium,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,240.2011665,Yearly,LDC status
23103,Belgium,Belgium,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,331.5305626,Yearly,LDC status
24133,Belgium,Belgium,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,270.2578289,Yearly,LDC status
25223,Canada,Canada,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,779.3787332,Yearly,LDC status
26103,Canada,Canada,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,657.2545909,Yearly,LDC status
27103,Canada,Canada,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,587.4700427,Yearly,LDC status
28103,Canada,Canada,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1105.774693,Yearly,LDC status
29183,Canada,Canada,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,913.5262922,Yearly,LDC status
30114,Canada,Canada,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,737.7012507,Yearly,LDC status
31115,Denmark,Denmark,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,310.8358277,Yearly,LDC status
32123,Denmark,Denmark,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,223.4272353,Yearly,LDC status
33142,Denmark,Denmark,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,168.1744679,Yearly,LDC status
34223,Denmark,Denmark,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,458.7191555,Yearly,LDC status
35113,Denmark,Denmark,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,523.7319793,Yearly,LDC status
36112,Denmark,Denmark,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,349.9689437,Yearly,LDC status
3716,EC,EC,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,4901.268282,Yearly,LDC status
3825,EC,EC,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,4520.341414,Yearly,LDC status
3930,EC,EC,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,5384.865642,Yearly,LDC status
4016,EC,EC,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,3475.990828,Yearly,LDC status
4116,EC,EC,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,2829.795433,Yearly,LDC status
42132,EC,EC,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,3485.122489,Yearly,LDC status
4333,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1086.631552,Yearly,LDC status
44510,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,863.1344435,Yearly,LDC status
45103,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,1470.244771,Yearly,LDC status
4693,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,0,Yearly,LDC status
47113,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,0,Yearly,LDC status
48111,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,0,Yearly,LDC status
4916,Finland,Finland,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,89.58379515,Yearly,LDC status
5017,Finland,Finland,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,48.45591706,Yearly,LDC status
5125,Finland,Finland,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,46.20409743,Yearly,LDC status
5227,Finland,Finland,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,178.7627148,Yearly,LDC status
53103,Finland,Finland,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,115.417345,Yearly,LDC status
5416,Finland,Finland,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,151.2020272,Yearly,LDC status
55310,Germany,Germany,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1303.627881,Yearly,LDC status
56103,Germany,Germany,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1291.889631,Yearly,LDC status
5773,Germany,Germany,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,1334.884619,Yearly,LDC status
58910,Germany,Germany,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,866.0614817,Yearly,LDC status
5916,Germany,Germany,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,922.1092676,Yearly,LDC status
60103,Germany,Germany,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,917.3040182,Yearly,LDC status
6143,Global Fund,Global Fund,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1309.504476,Yearly,LDC status
62510,Global Fund,Global Fund,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1379.618059,Yearly,LDC status
63103,Global Fund,Global Fund,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,1596.667762,Yearly,LDC status
6493,Global Fund,Global Fund,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1734.537396,Yearly,LDC status
6524,Global Fund,Global Fund,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1961.343091,Yearly,LDC status
6629,Global Fund,Global Fund,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,2431.87392,Yearly,LDC status
67113,Inter-American Development Bank,Inter-American Development Bank,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,9721.670428,Yearly,LDC status
6863,Inter-American Development Bank,Inter-American Development Bank,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,8744.434443,Yearly,LDC status
6987,Inter-American Development Bank,Inter-American Development Bank,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,13070.57104,Yearly,LDC status
70116,Inter-American Development Bank,Inter-American Development Bank,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,112.6896471,Yearly,LDC status
71113,Inter-American Development Bank,Inter-American Development Bank,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,63.67588985,Yearly,LDC status
7239,Inter-American Development Bank,Inter-American Development Bank,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,120.8583278,Yearly,LDC status
7316,International Committee of the Red Cross,International Committee of the Red Cross,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,689.063123,Yearly,LDC status
7425,International Committee of the Red Cross,International Committee of the Red Cross,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,690.7525803,Yearly,LDC status
7530,International Committee of the Red Cross,International Committee of the Red Cross,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,572.3330877,Yearly,LDC status
7616,International Committee of the Red Cross,International Committee of the Red Cross,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,741.958177,Yearly,LDC status
7716,International Committee of the Red Cross,International Committee of the Red Cross,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,736.901682,Yearly,LDC status
78103,International Committee of the Red Cross,International Committee of the Red Cross,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,594.7103451,Yearly,LDC status
7933,International Fund for Agricultural Development,International Fund for Agricultural Development,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,487.90766,Yearly,LDC status
80510,International Fund for Agricultural Development,International Fund for Agricultural Development,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,445.5851828,Yearly,LDC status
81103,International Fund for Agricultural Development,International Fund for Agricultural Development,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,392.7526657,Yearly,LDC status
82103,International Fund for Agricultural Development,International Fund for Agricultural Development,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,436.3011936,Yearly,LDC status
83110,International Fund for Agricultural Development,International Fund for Agricultural Development,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,510.1352436,Yearly,LDC status
84110,International Fund for Agricultural Development,International Fund for Agricultural Development,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,465.1325707,Yearly,LDC status
8515,Multilateral Investment Fund,Multilateral Investment Fund,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,15.46858856,Yearly,LDC status
868,Multilateral Investment Fund,Multilateral Investment Fund,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,16.921988,Yearly,LDC status
879,Multilateral Investment Fund,Multilateral Investment Fund,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,16.940458,Yearly,LDC status
8826,Multilateral Investment Fund,Multilateral Investment Fund,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,0.607271437,Yearly,LDC status
89103,Multilateral Investment Fund,Multilateral Investment Fund,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,0,Yearly,LDC status
9013,Multilateral Investment Fund,Multilateral Investment Fund,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,0,Yearly,LDC status
9147,Netherlands,Netherlands,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,445.6565178,Yearly,LDC status
92103,Netherlands,Netherlands,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,257.7377964,Yearly,LDC status
9373,Netherlands,Netherlands,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,246.168622,Yearly,LDC status
94910,Netherlands,Netherlands,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,641.257825,Yearly,LDC status
9514,Netherlands,Netherlands,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,640.1436973,Yearly,LDC status
96103,Netherlands,Netherlands,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,617.031025,Yearly,LDC status
9733,New Zealand,New Zealand,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,142.460078,Yearly,LDC status
9853,New Zealand,New Zealand,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,116.6301907,Yearly,LDC status
99103,New Zealand,New Zealand,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,121.7402899,Yearly,LDC status
10093,New Zealand,New Zealand,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,112.1924537,Yearly,LDC status
10123,New Zealand,New Zealand,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,123.8259892,Yearly,LDC status
10223,New Zealand,New Zealand,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,127.8753459,Yearly,LDC status
103113,Norway,Norway,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,249.693789,Yearly,LDC status
10463,Norway,Norway,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,524.2852881,Yearly,LDC status
10583,Norway,Norway,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,369.9120783,Yearly,LDC status
106113,Norway,Norway,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,367.9847989,Yearly,LDC status
107113,Norway,Norway,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,559.4983986,Yearly,LDC status
10823,Norway,Norway,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,412.7420159,Yearly,LDC status
1096,Spain,Spain,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,132.2991355,Yearly,LDC status
11015,Spain,Spain,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,119.2073523,Yearly,LDC status
11116,Spain,Spain,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,147.6675378,Yearly,LDC status
11214,Spain,Spain,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,47.75122047,Yearly,LDC status
11314,Spain,Spain,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,59.7279159,Yearly,LDC status
114103,Spain,Spain,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,64.33629359,Yearly,LDC status
11533,Sweden,Sweden,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,684.2353265,Yearly,LDC status
11653,Sweden,Sweden,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,651.0132405,Yearly,LDC status
117103,Sweden,Sweden,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,695.7592804,Yearly,LDC status
11893,Sweden,Sweden,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1198.550397,Yearly,LDC status
11914,Sweden,Sweden,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1089.613124,Yearly,LDC status
12013,Sweden,Sweden,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,1108.980898,Yearly,LDC status
12115,Switzerland,Switzerland,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,372.8730804,Yearly,LDC status
12215,Switzerland,Switzerland,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,380.8701201,Yearly,LDC status
