"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value"
"1467","African Development Bank Group","African Development Bank Group","Health","Commitments","2020","Donor","Proportion",0.0126408919158112
"1468","African Development Bank Group","African Development Bank Group","Health","Disbursements","2018","Donor","Proportion",0.00606567017422309
"1469","African Development Bank Group","African Development Bank Group","Health","Disbursements","2019","Donor","Proportion",0.00410018676055924
"1470","African Development Bank Group","African Development Bank Group","Health","Disbursements","2020","Donor","Proportion",0.0127856190056865
"1471","African Development Bank Group","African Development Bank Group","Infrastructure","Commitments","2018","Donor","Proportion",0.632323367878163
"1472","African Development Bank Group","African Development Bank Group","Infrastructure","Commitments","2019","Donor","Proportion",0.369946734600221
"1473","African Development Bank Group","African Development Bank Group","Infrastructure","Commitments","2020","Donor","Proportion",0.333913289217129
"1474","African Development Bank Group","African Development Bank Group","Infrastructure","Disbursements","2018","Donor","Proportion",0.360307148929506
"1475","African Development Bank Group","African Development Bank Group","Infrastructure","Disbursements","2019","Donor","Proportion",0.418971119282003
"1476","African Development Bank Group","African Development Bank Group","Infrastructure","Disbursements","2020","Donor","Proportion",0.190499854172885
"1477","African Development Bank Group","African Development Bank Group","Other social services","Commitments","2018","Donor","Proportion",0
"1478","African Development Bank Group","African Development Bank Group","Other social services","Commitments","2019","Donor","Proportion",0
"1479","African Development Bank Group","African Development Bank Group","Other social services","Commitments","2020","Donor","Proportion",0
"1480","African Development Bank Group","African Development Bank Group","Other social services","Disbursements","2018","Donor","Proportion",0
"1481","African Development Bank Group","African Development Bank Group","Other social services","Disbursements","2019","Donor","Proportion",0
"1482","African Development Bank Group","African Development Bank Group","Other social services","Disbursements","2020","Donor","Proportion",0
"1483","African Development Bank Group","African Development Bank Group","Water & sanitation","Commitments","2018","Donor","Proportion",0.0574765126699643
"1484","African Development Bank Group","African Development Bank Group","Water & sanitation","Commitments","2019","Donor","Proportion",0.163838144927884
"1485","African Development Bank Group","African Development Bank Group","Water & sanitation","Commitments","2020","Donor","Proportion",0.192581146198394
"1486","African Development Bank Group","African Development Bank Group","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0977339475226262
"1487","African Development Bank Group","African Development Bank Group","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0946209989111555
"1488","African Development Bank Group","African Development Bank Group","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0675303368573115
"1489","Asian Development Bank","Asian Development Bank","Agriculture & food security","Commitments","2018","Donor","Proportion",0.0796573025053598
"1490","Asian Development Bank","Asian Development Bank","Agriculture & food security","Commitments","2019","Donor","Proportion",0.10109358717476
"1491","Asian Development Bank","Asian Development Bank","Agriculture & food security","Commitments","2020","Donor","Proportion",0.0251381700573309
"1492","Asian Development Bank","Asian Development Bank","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.0310407796227008
"1493","Asian Development Bank","Asian Development Bank","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.0321793505919358
"1494","Asian Development Bank","Asian Development Bank","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.0485895788880095
"1495","Asian Development Bank","Asian Development Bank","Business & industry","Commitments","2018","Donor","Proportion",0.0974525179584282
"1496","Asian Development Bank","Asian Development Bank","Business & industry","Commitments","2019","Donor","Proportion",0.116393460047423
"1497","Asian Development Bank","Asian Development Bank","Business & industry","Commitments","2020","Donor","Proportion",0.122690189314086
"1498","Asian Development Bank","Asian Development Bank","Business & industry","Disbursements","2018","Donor","Proportion",0.136397529212888
"1499","Asian Development Bank","Asian Development Bank","Business & industry","Disbursements","2019","Donor","Proportion",0.195573917126287
"1500","Asian Development Bank","Asian Development Bank","Business & industry","Disbursements","2020","Donor","Proportion",0.112957612394318
"1501","Asian Development Bank","Asian Development Bank","Education","Commitments","2018","Donor","Proportion",0.0902065445612049
"1502","Asian Development Bank","Asian Development Bank","Education","Commitments","2019","Donor","Proportion",0.0435428771400431
"1503","Asian Development Bank","Asian Development Bank","Education","Commitments","2020","Donor","Proportion",0.0537290676938848
"1504","Asian Development Bank","Asian Development Bank","Education","Disbursements","2018","Donor","Proportion",0.0536994926167762
"1505","Asian Development Bank","Asian Development Bank","Education","Disbursements","2019","Donor","Proportion",0.0428930793626263
"1506","Asian Development Bank","Asian Development Bank","Education","Disbursements","2020","Donor","Proportion",0.0419229518510979
"1507","Asian Development Bank","Asian Development Bank","Governance & security","Commitments","2018","Donor","Proportion",0.136522956761377
"1508","Asian Development Bank","Asian Development Bank","Governance & security","Commitments","2019","Donor","Proportion",0.151104948516242
"1509","Asian Development Bank","Asian Development Bank","Governance & security","Commitments","2020","Donor","Proportion",0.255550396465728
"1510","Asian Development Bank","Asian Development Bank","Governance & security","Disbursements","2018","Donor","Proportion",0.156705030698363
"1511","Asian Development Bank","Asian Development Bank","Governance & security","Disbursements","2019","Donor","Proportion",0.217962295464389
"1512","Asian Development Bank","Asian Development Bank","Governance & security","Disbursements","2020","Donor","Proportion",0.247955912368682
"1513","Asian Development Bank","Asian Development Bank","Health","Commitments","2018","Donor","Proportion",0.0312731194710299
"1514","Asian Development Bank","Asian Development Bank","Health","Commitments","2019","Donor","Proportion",0.0363744914303598
"1515","Asian Development Bank","Asian Development Bank","Health","Commitments","2020","Donor","Proportion",0.0509937697021961
"1516","Asian Development Bank","Asian Development Bank","Health","Disbursements","2018","Donor","Proportion",0.0267264748264809
"1517","Asian Development Bank","Asian Development Bank","Health","Disbursements","2019","Donor","Proportion",0.0164444061154129
"1518","Asian Development Bank","Asian Development Bank","Health","Disbursements","2020","Donor","Proportion",0.0510864559374363
"1519","Asian Development Bank","Asian Development Bank","Infrastructure","Commitments","2018","Donor","Proportion",0.44696246622
"1520","Asian Development Bank","Asian Development Bank","Infrastructure","Commitments","2019","Donor","Proportion",0.475931462528876
"1521","Asian Development Bank","Asian Development Bank","Infrastructure","Commitments","2020","Donor","Proportion",0.258275823782932
"1522","Asian Development Bank","Asian Development Bank","Infrastructure","Disbursements","2018","Donor","Proportion",0.486238111607981
"1523","Asian Development Bank","Asian Development Bank","Infrastructure","Disbursements","2019","Donor","Proportion",0.385537772067981
"1524","Asian Development Bank","Asian Development Bank","Infrastructure","Disbursements","2020","Donor","Proportion",0.222803617345953
"1525","Asian Development Bank","Asian Development Bank","Other social services","Commitments","2018","Donor","Proportion",0.00447158097887826
"1526","Asian Development Bank","Asian Development Bank","Other social services","Commitments","2019","Donor","Proportion",0.0279121007307969
"1527","Asian Development Bank","Asian Development Bank","Other social services","Commitments","2020","Donor","Proportion",0.170020261810529
"1528","Asian Development Bank","Asian Development Bank","Other social services","Disbursements","2018","Donor","Proportion",0.0233688783496855
"1529","Asian Development Bank","Asian Development Bank","Other social services","Disbursements","2019","Donor","Proportion",0.0283783591042451
"1530","Asian Development Bank","Asian Development Bank","Other social services","Disbursements","2020","Donor","Proportion",0.228467917441597
"1531","Asian Development Bank","Asian Development Bank","Water & sanitation","Commitments","2018","Donor","Proportion",0.113453511543722
"1532","Asian Development Bank","Asian Development Bank","Water & sanitation","Commitments","2019","Donor","Proportion",0.0476470724314995
"1533","Asian Development Bank","Asian Development Bank","Water & sanitation","Commitments","2020","Donor","Proportion",0.0636023211733131
"1534","Asian Development Bank","Asian Development Bank","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0858237030651248
"1535","Asian Development Bank","Asian Development Bank","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0810308201671226
"1536","Asian Development Bank","Asian Development Bank","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0462159537729076
"1537","Australia","Australia","Agriculture & food security","Commitments","2018","Donor","Proportion",0
"1538","Australia","Australia","Agriculture & food security","Commitments","2019","Donor","Proportion",0
"1539","Australia","Australia","Agriculture & food security","Commitments","2020","Donor","Proportion",0
"1540","Australia","Australia","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.0914609069826656
"1541","Australia","Australia","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.0938822176649247
"1542","Australia","Australia","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.0441514759438881
"1543","Australia","Australia","Business & industry","Commitments","2018","Donor","Proportion",0
"1544","Australia","Australia","Business & industry","Commitments","2019","Donor","Proportion",0
"1545","Australia","Australia","Business & industry","Commitments","2020","Donor","Proportion",0
"1546","Australia","Australia","Business & industry","Disbursements","2018","Donor","Proportion",0.109962853118132
"1547","Australia","Australia","Business & industry","Disbursements","2019","Donor","Proportion",0.0992871544643797
"1548","Australia","Australia","Business & industry","Disbursements","2020","Donor","Proportion",0.0641203469093926
"1549","Australia","Australia","Education","Commitments","2018","Donor","Proportion",0
"1550","Australia","Australia","Education","Commitments","2019","Donor","Proportion",0
"1551","Australia","Australia","Education","Commitments","2020","Donor","Proportion",0
"1552","Australia","Australia","Education","Disbursements","2018","Donor","Proportion",0.129038552541147
"1553","Australia","Australia","Education","Disbursements","2019","Donor","Proportion",0.127117222402276
"1554","Australia","Australia","Education","Disbursements","2020","Donor","Proportion",0.127398533138301
"1555","Australia","Australia","Governance & security","Commitments","2018","Donor","Proportion",0
"1556","Australia","Australia","Governance & security","Commitments","2019","Donor","Proportion",0
"1557","Australia","Australia","Governance & security","Commitments","2020","Donor","Proportion",0
"1558","Australia","Australia","Governance & security","Disbursements","2018","Donor","Proportion",0.271987809518634
"1559","Australia","Australia","Governance & security","Disbursements","2019","Donor","Proportion",0.259879692419186
"1560","Australia","Australia","Governance & security","Disbursements","2020","Donor","Proportion",0.265954354514112
"1561","Australia","Australia","Health","Commitments","2018","Donor","Proportion",0
"1562","Australia","Australia","Health","Commitments","2019","Donor","Proportion",0
"1563","Australia","Australia","Health","Commitments","2020","Donor","Proportion",0
"1564","Australia","Australia","Health","Disbursements","2018","Donor","Proportion",0.179922246700775
"1565","Australia","Australia","Health","Disbursements","2019","Donor","Proportion",0.170097794106961
"1566","Australia","Australia","Health","Disbursements","2020","Donor","Proportion",0.273185301614068
"1567","Australia","Australia","Infrastructure","Commitments","2018","Donor","Proportion",0
"1568","Australia","Australia","Infrastructure","Commitments","2019","Donor","Proportion",0
"1569","Australia","Australia","Infrastructure","Commitments","2020","Donor","Proportion",0
"1570","Australia","Australia","Infrastructure","Disbursements","2018","Donor","Proportion",0.11175400118247
"1571","Australia","Australia","Infrastructure","Disbursements","2019","Donor","Proportion",0.144156265059656
"1572","Australia","Australia","Infrastructure","Disbursements","2020","Donor","Proportion",0.131053952223405
"1573","Australia","Australia","Other social services","Commitments","2018","Donor","Proportion",0
"1574","Australia","Australia","Other social services","Commitments","2019","Donor","Proportion",0
"1575","Australia","Australia","Other social services","Commitments","2020","Donor","Proportion",0
"1576","Australia","Australia","Other social services","Disbursements","2018","Donor","Proportion",0.0415584350590842
"1577","Australia","Australia","Other social services","Disbursements","2019","Donor","Proportion",0.0433423198462288
"1578","Australia","Australia","Other social services","Disbursements","2020","Donor","Proportion",0.0485381536447666
"1579","Australia","Australia","Water & sanitation","Commitments","2018","Donor","Proportion",0
"1580","Australia","Australia","Water & sanitation","Commitments","2019","Donor","Proportion",0
"1581","Australia","Australia","Water & sanitation","Commitments","2020","Donor","Proportion",0
"1582","Australia","Australia","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0643151948970933
"1583","Australia","Australia","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0622373340363872
"1584","Australia","Australia","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0455978820120657
"1585","Belgium","Belgium","Agriculture & food security","Commitments","2018","Donor","Proportion",0.152767494686069
"1586","Belgium","Belgium","Agriculture & food security","Commitments","2019","Donor","Proportion",0.0804005037506113
"1587","Belgium","Belgium","Agriculture & food security","Commitments","2020","Donor","Proportion",0.156997793443094
"1588","Belgium","Belgium","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.119102472001536
"1589","Belgium","Belgium","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.16814816656183
"1590","Belgium","Belgium","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.0231421295219915
"1591","Belgium","Belgium","Business & industry","Commitments","2018","Donor","Proportion",0.440616832984458
"1592","Belgium","Belgium","Business & industry","Commitments","2019","Donor","Proportion",0.733626102398868
"1593","Belgium","Belgium","Business & industry","Commitments","2020","Donor","Proportion",0.0503147509857143
"1594","Belgium","Belgium","Business & industry","Disbursements","2018","Donor","Proportion",0.374265250199536
"1595","Belgium","Belgium","Business & industry","Disbursements","2019","Donor","Proportion",0.259774303622862
"1596","Belgium","Belgium","Business & industry","Disbursements","2020","Donor","Proportion",0.594444255271114
"1597","Belgium","Belgium","Education","Commitments","2018","Donor","Proportion",0.00555284175839175
"1598","Belgium","Belgium","Education","Commitments","2019","Donor","Proportion",0.0108544642485499
"1599","Belgium","Belgium","Education","Commitments","2020","Donor","Proportion",0.242690863105283
"1600","Belgium","Belgium","Education","Disbursements","2018","Donor","Proportion",0.0706707067951142
"1601","Belgium","Belgium","Education","Disbursements","2019","Donor","Proportion",0.115556002354247
"1602","Belgium","Belgium","Education","Disbursements","2020","Donor","Proportion",0.00158751896572377
"1603","Belgium","Belgium","Governance & security","Commitments","2018","Donor","Proportion",0.156460151113925
"1604","Belgium","Belgium","Governance & security","Commitments","2019","Donor","Proportion",0.0249785367572131
"1605","Belgium","Belgium","Governance & security","Commitments","2020","Donor","Proportion",0.165667446488811
"1606","Belgium","Belgium","Governance & security","Disbursements","2018","Donor","Proportion",0.110138436114287
"1607","Belgium","Belgium","Governance & security","Disbursements","2019","Donor","Proportion",0.111270747470333
"1608","Belgium","Belgium","Governance & security","Disbursements","2020","Donor","Proportion",0.108135747647041
"1609","Belgium","Belgium","Health","Commitments","2018","Donor","Proportion",0.155479569234969
"1610","Belgium","Belgium","Health","Commitments","2019","Donor","Proportion",0.100376658138465
"1611","Belgium","Belgium","Health","Commitments","2020","Donor","Proportion",0.147393680058871
"1612","Belgium","Belgium","Health","Disbursements","2018","Donor","Proportion",0.159307822812132
"1613","Belgium","Belgium","Health","Disbursements","2019","Donor","Proportion",0.196977616917044
"1614","Belgium","Belgium","Health","Disbursements","2020","Donor","Proportion",0.146548785308763
"1615","Belgium","Belgium","Infrastructure","Commitments","2018","Donor","Proportion",0
"1616","Belgium","Belgium","Infrastructure","Commitments","2019","Donor","Proportion",0.0211702102970504
"1617","Belgium","Belgium","Infrastructure","Commitments","2020","Donor","Proportion",0.141532671301756
"1618","Belgium","Belgium","Infrastructure","Disbursements","2018","Donor","Proportion",0.0950705460666782
"1619","Belgium","Belgium","Infrastructure","Disbursements","2019","Donor","Proportion",0.0694440358283653
"1620","Belgium","Belgium","Infrastructure","Disbursements","2020","Donor","Proportion",0.052180379889832
"1621","Belgium","Belgium","Other social services","Commitments","2018","Donor","Proportion",0.000277642087919587
"1622","Belgium","Belgium","Other social services","Commitments","2019","Donor","Proportion",0.000778959772332937
"1623","Belgium","Belgium","Other social services","Commitments","2020","Donor","Proportion",0.00648385966310751
"1624","Belgium","Belgium","Other social services","Disbursements","2018","Donor","Proportion",0.000418892916967516
"1625","Belgium","Belgium","Other social services","Disbursements","2019","Donor","Proportion",0.00269231330715208
"1626","Belgium","Belgium","Other social services","Disbursements","2020","Donor","Proportion",0.0360799764937221
"1627","Belgium","Belgium","Water & sanitation","Commitments","2018","Donor","Proportion",0.0888454681342679
"1628","Belgium","Belgium","Water & sanitation","Commitments","2019","Donor","Proportion",0.0278145646369092
"1629","Belgium","Belgium","Water & sanitation","Commitments","2020","Donor","Proportion",0.0889189349533637
"1630","Belgium","Belgium","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0710258730937495
"1631","Belgium","Belgium","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0761368139381671
"1632","Belgium","Belgium","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0378812069018119
"1633","Canada","Canada","Agriculture & food security","Commitments","2018","Donor","Proportion",0.0727703266006033
"1634","Canada","Canada","Agriculture & food security","Commitments","2019","Donor","Proportion",0.160672694302036
"1635","Canada","Canada","Agriculture & food security","Commitments","2020","Donor","Proportion",0.109961009717039
"1636","Canada","Canada","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.080489051628729
"1637","Canada","Canada","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.0712487725733889
"1638","Canada","Canada","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.131401697811866
"1639","Canada","Canada","Business & industry","Commitments","2018","Donor","Proportion",0.064679337296818
"1640","Canada","Canada","Business & industry","Commitments","2019","Donor","Proportion",0.0368590558184595
"1641","Canada","Canada","Business & industry","Commitments","2020","Donor","Proportion",0.0822423085513517
"1642","Canada","Canada","Business & industry","Disbursements","2018","Donor","Proportion",0.0817204021133308
"1643","Canada","Canada","Business & industry","Disbursements","2019","Donor","Proportion",0.0672177539689051
"1644","Canada","Canada","Business & industry","Disbursements","2020","Donor","Proportion",0.0670143451012001
"1645","Canada","Canada","Education","Commitments","2018","Donor","Proportion",0.141233381509733
"1646","Canada","Canada","Education","Commitments","2019","Donor","Proportion",0.204682433820719
"1647","Canada","Canada","Education","Commitments","2020","Donor","Proportion",0.163660431282162
"1648","Canada","Canada","Education","Disbursements","2018","Donor","Proportion",0.122269963196048
"1649","Canada","Canada","Education","Disbursements","2019","Donor","Proportion",0.13812092359233
"1650","Canada","Canada","Education","Disbursements","2020","Donor","Proportion",0.181371725592072
"1651","Canada","Canada","Governance & security","Commitments","2018","Donor","Proportion",0.299453605616291
"1652","Canada","Canada","Governance & security","Commitments","2019","Donor","Proportion",0.342560679079409
"1653","Canada","Canada","Governance & security","Commitments","2020","Donor","Proportion",0.307582784754366
"1654","Canada","Canada","Governance & security","Disbursements","2018","Donor","Proportion",0.207174111344006
"1655","Canada","Canada","Governance & security","Disbursements","2019","Donor","Proportion",0.220984732936939
"1656","Canada","Canada","Governance & security","Disbursements","2020","Donor","Proportion",0.253270184053048
"1657","Canada","Canada","Health","Commitments","2018","Donor","Proportion",0.393140890217425
"1658","Canada","Canada","Health","Commitments","2019","Donor","Proportion",0.0972469009266778
"1659","Canada","Canada","Health","Commitments","2020","Donor","Proportion",0.282605964656504
"1660","Canada","Canada","Health","Disbursements","2018","Donor","Proportion",0.449545918480702
"1661","Canada","Canada","Health","Disbursements","2019","Donor","Proportion",0.407883203369893
"1662","Canada","Canada","Health","Disbursements","2020","Donor","Proportion",0.284204010981126
"1663","Canada","Canada","Infrastructure","Commitments","2018","Donor","Proportion",0.0102539108051705
"1664","Canada","Canada","Infrastructure","Commitments","2019","Donor","Proportion",0.130556498873727
"1665","Canada","Canada","Infrastructure","Commitments","2020","Donor","Proportion",0.00955148577047773
"1666","Canada","Canada","Infrastructure","Disbursements","2018","Donor","Proportion",0.00641326739046127
"1667","Canada","Canada","Infrastructure","Disbursements","2019","Donor","Proportion",0.053992618719331
"1668","Canada","Canada","Infrastructure","Disbursements","2020","Donor","Proportion",0.0566864620430294
"1669","Canada","Canada","Other social services","Commitments","2018","Donor","Proportion",0.00813787965512152
"1670","Canada","Canada","Other social services","Commitments","2019","Donor","Proportion",0.0163404744500771
"1671","Canada","Canada","Other social services","Commitments","2020","Donor","Proportion",0.0195590248060686
"1672","Canada","Canada","Other social services","Disbursements","2018","Donor","Proportion",0.0281574549207585
"1673","Canada","Canada","Other social services","Disbursements","2019","Donor","Proportion",0.0262184728941952
"1674","Canada","Canada","Other social services","Disbursements","2020","Donor","Proportion",0.0132296388840276
"1675","Canada","Canada","Water & sanitation","Commitments","2018","Donor","Proportion",0.0103306682988372
"1676","Canada","Canada","Water & sanitation","Commitments","2019","Donor","Proportion",0.0110812627288949
"1677","Canada","Canada","Water & sanitation","Commitments","2020","Donor","Proportion",0.0248369904620312
"1678","Canada","Canada","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0242298309259655
"1679","Canada","Canada","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0143335219450167
"1680","Canada","Canada","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0128219355336306
"1681","Denmark","Denmark","Agriculture & food security","Commitments","2018","Donor","Proportion",0.0694480435781289
"1682","Denmark","Denmark","Agriculture & food security","Commitments","2019","Donor","Proportion",0.0844036927564052
"1683","Denmark","Denmark","Agriculture & food security","Commitments","2020","Donor","Proportion",0.0180561745605959
"1684","Denmark","Denmark","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.0878294961749088
"1685","Denmark","Denmark","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.0522708439268456
"1686","Denmark","Denmark","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.0636501698333811
"1687","Denmark","Denmark","Business & industry","Commitments","2018","Donor","Proportion",0.0455568880642981
"1688","Denmark","Denmark","Business & industry","Commitments","2019","Donor","Proportion",0.0800912265846297
"1689","Denmark","Denmark","Business & industry","Commitments","2020","Donor","Proportion",0.0330952073797503
"1690","Denmark","Denmark","Business & industry","Disbursements","2018","Donor","Proportion",0.0651571353091948
"1691","Denmark","Denmark","Business & industry","Disbursements","2019","Donor","Proportion",0.118558788443432
"1692","Denmark","Denmark","Business & industry","Disbursements","2020","Donor","Proportion",0.04473777233883
"1693","Denmark","Denmark","Education","Commitments","2018","Donor","Proportion",0.0966053153804234
"1694","Denmark","Denmark","Education","Commitments","2019","Donor","Proportion",0.0975721617798495
"1695","Denmark","Denmark","Education","Commitments","2020","Donor","Proportion",0.116885778933157
"1696","Denmark","Denmark","Education","Disbursements","2018","Donor","Proportion",0.103798131856732
"1697","Denmark","Denmark","Education","Disbursements","2019","Donor","Proportion",0.0833526175972185
"1698","Denmark","Denmark","Education","Disbursements","2020","Donor","Proportion",0.107676850518068
"1699","Denmark","Denmark","Governance & security","Commitments","2018","Donor","Proportion",0.489469122564595
"1700","Denmark","Denmark","Governance & security","Commitments","2019","Donor","Proportion",0.431688353803456
"1701","Denmark","Denmark","Governance & security","Commitments","2020","Donor","Proportion",0.463360927820158
"1702","Denmark","Denmark","Governance & security","Disbursements","2018","Donor","Proportion",0.347609539592999
"1703","Denmark","Denmark","Governance & security","Disbursements","2019","Donor","Proportion",0.4061802093769
"1704","Denmark","Denmark","Governance & security","Disbursements","2020","Donor","Proportion",0.443835913454621
"1705","Denmark","Denmark","Health","Commitments","2018","Donor","Proportion",0.15885955796614
"1706","Denmark","Denmark","Health","Commitments","2019","Donor","Proportion",0.168193915727214
"1707","Denmark","Denmark","Health","Commitments","2020","Donor","Proportion",0.196204851344196
"1708","Denmark","Denmark","Health","Disbursements","2018","Donor","Proportion",0.148960917789316
"1709","Denmark","Denmark","Health","Disbursements","2019","Donor","Proportion",0.176092898307089
"1710","Denmark","Denmark","Health","Disbursements","2020","Donor","Proportion",0.178203304646703
"1711","Denmark","Denmark","Infrastructure","Commitments","2018","Donor","Proportion",0.0563634690632653
"1712","Denmark","Denmark","Infrastructure","Commitments","2019","Donor","Proportion",0.0721680356324642
"1713","Denmark","Denmark","Infrastructure","Commitments","2020","Donor","Proportion",0.0424556208795937
"1714","Denmark","Denmark","Infrastructure","Disbursements","2018","Donor","Proportion",0.0839419594625611
"1715","Denmark","Denmark","Infrastructure","Disbursements","2019","Donor","Proportion",0.0774862847736573
"1716","Denmark","Denmark","Infrastructure","Disbursements","2020","Donor","Proportion",0.0658841797775445
"1717","Denmark","Denmark","Other social services","Commitments","2018","Donor","Proportion",0.0581251246985843
"1718","Denmark","Denmark","Other social services","Commitments","2019","Donor","Proportion",0.0439740637158914
"1719","Denmark","Denmark","Other social services","Commitments","2020","Donor","Proportion",0.107782553694601
"1720","Denmark","Denmark","Other social services","Disbursements","2018","Donor","Proportion",0.133617643018886
"1721","Denmark","Denmark","Other social services","Disbursements","2019","Donor","Proportion",0.0505875554971917
"1722","Denmark","Denmark","Other social services","Disbursements","2020","Donor","Proportion",0.0649556362302159
"1723","Denmark","Denmark","Water & sanitation","Commitments","2018","Donor","Proportion",0.025572478684565
"1724","Denmark","Denmark","Water & sanitation","Commitments","2019","Donor","Proportion",0.0219085500000899
"1725","Denmark","Denmark","Water & sanitation","Commitments","2020","Donor","Proportion",0.022158885387948
"1726","Denmark","Denmark","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0290851767954022
"1727","Denmark","Denmark","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0354708020776659
"1728","Denmark","Denmark","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0310561732006375
"1729","EC","EC","Agriculture & food security","Commitments","2018","Donor","Proportion",0.0923660675322458
"1730","EC","EC","Agriculture & food security","Commitments","2019","Donor","Proportion",0.0502886307186027
"1731","EC","EC","Agriculture & food security","Commitments","2020","Donor","Proportion",0.0914200714210761
"1732","EC","EC","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.0976295546973673
"1733","EC","EC","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.106115463055775
"1734","EC","EC","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.0833503601359293
"1735","EC","EC","Business & industry","Commitments","2018","Donor","Proportion",0.0819354250604412
"1736","EC","EC","Business & industry","Commitments","2019","Donor","Proportion",0.102398835548398
"1737","EC","EC","Business & industry","Commitments","2020","Donor","Proportion",0.163531761612811
"1738","EC","EC","Business & industry","Disbursements","2018","Donor","Proportion",0.0862132219405465
"1739","EC","EC","Business & industry","Disbursements","2019","Donor","Proportion",0.0899346604043181
"1740","EC","EC","Business & industry","Disbursements","2020","Donor","Proportion",0.0769257809264535
"1741","EC","EC","Education","Commitments","2018","Donor","Proportion",0.144761553908204
"1742","EC","EC","Education","Commitments","2019","Donor","Proportion",0.0488464971049304
"1743","EC","EC","Education","Commitments","2020","Donor","Proportion",0.0996110543488068
"1744","EC","EC","Education","Disbursements","2018","Donor","Proportion",0.0968162283004588
"1745","EC","EC","Education","Disbursements","2019","Donor","Proportion",0.0944553205730101
"1746","EC","EC","Education","Disbursements","2020","Donor","Proportion",0.123532955733963
"1747","EC","EC","Governance & security","Commitments","2018","Donor","Proportion",0.31225689838908
"1748","EC","EC","Governance & security","Commitments","2019","Donor","Proportion",0.361004530816551
"1749","EC","EC","Governance & security","Commitments","2020","Donor","Proportion",0.308983830259821
"1750","EC","EC","Governance & security","Disbursements","2018","Donor","Proportion",0.380109044316667
"1751","EC","EC","Governance & security","Disbursements","2019","Donor","Proportion",0.374914923694388
"1752","EC","EC","Governance & security","Disbursements","2020","Donor","Proportion",0.355480285624737
"1753","EC","EC","Health","Commitments","2018","Donor","Proportion",0.0821537911757398
"1754","EC","EC","Health","Commitments","2019","Donor","Proportion",0.116363574451033
"1755","EC","EC","Health","Commitments","2020","Donor","Proportion",0.122342427196028
"1756","EC","EC","Health","Disbursements","2018","Donor","Proportion",0.0868024322759181
"1757","EC","EC","Health","Disbursements","2019","Donor","Proportion",0.105668709203314
"1758","EC","EC","Health","Disbursements","2020","Donor","Proportion",0.117936698492949
"1759","EC","EC","Infrastructure","Commitments","2018","Donor","Proportion",0.153390182524399
"1760","EC","EC","Infrastructure","Commitments","2019","Donor","Proportion",0.106984498399019
"1761","EC","EC","Infrastructure","Commitments","2020","Donor","Proportion",0.120993357558741
"1762","EC","EC","Infrastructure","Disbursements","2018","Donor","Proportion",0.154302443763803
"1763","EC","EC","Infrastructure","Disbursements","2019","Donor","Proportion",0.122018982337795
"1764","EC","EC","Infrastructure","Disbursements","2020","Donor","Proportion",0.106954236401039
"1765","EC","EC","Other social services","Commitments","2018","Donor","Proportion",0.089360930842522
"1766","EC","EC","Other social services","Commitments","2019","Donor","Proportion",0.129245189345826
"1767","EC","EC","Other social services","Commitments","2020","Donor","Proportion",0.0769659764047407
"1768","EC","EC","Other social services","Disbursements","2018","Donor","Proportion",0.0546438409855603
"1769","EC","EC","Other social services","Disbursements","2019","Donor","Proportion",0.0627688351073731
"1770","EC","EC","Other social services","Disbursements","2020","Donor","Proportion",0.0962759523658088
