"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value","measure"
"1621",NA,"Bilateral","Less than 5%","Commitments","2018","Organisation type","Volume",30028.1257721957,"Poverty"
"1622",NA,"Bilateral","Less than 5%","Commitments","2019","Organisation type","Volume",22142.931554162,"Poverty"
"1623",NA,"Bilateral","Less than 5%","Commitments","2020","Organisation type","Volume",12274.9590194269,"Poverty"
"1624",NA,"Bilateral","Less than 5%","Disbursements","2018","Organisation type","Volume",13335.8356898655,"Poverty"
"1625",NA,"Bilateral","Less than 5%","Disbursements","2019","Organisation type","Volume",13743.1015308027,"Poverty"
"1626",NA,"Bilateral","Less than 5%","Disbursements","2020","Organisation type","Volume",12288.8347082889,"Poverty"
"1627",NA,"Bilateral","Missing","Commitments","2018","Organisation type","Volume",40032.1430536037,"Poverty"
"1628",NA,"Bilateral","Missing","Commitments","2019","Organisation type","Volume",45522.5561709477,"Poverty"
"1629",NA,"Bilateral","Missing","Commitments","2020","Organisation type","Volume",34745.5057975233,"Poverty"
"1630",NA,"Bilateral","Missing","Disbursements","2018","Organisation type","Volume",33249.492873355,"Poverty"
"1631",NA,"Bilateral","Missing","Disbursements","2019","Organisation type","Volume",35154.8830407623,"Poverty"
"1632",NA,"Bilateral","Missing","Disbursements","2020","Organisation type","Volume",31792.2215415033,"Poverty"
"1633",NA,"Multilateral","5-20%","Commitments","2018","Organisation type","Volume",1653.76242338,"Poverty"
"1634",NA,"Multilateral","5-20%","Commitments","2019","Organisation type","Volume",2262.27487345,"Poverty"
"1635",NA,"Multilateral","5-20%","Commitments","2020","Organisation type","Volume",2657.01479776,"Poverty"
"1636",NA,"Multilateral","5-20%","Disbursements","2018","Organisation type","Volume",2173.50892104385,"Poverty"
"1637",NA,"Multilateral","5-20%","Disbursements","2019","Organisation type","Volume",3139.60869389922,"Poverty"
"1638",NA,"Multilateral","5-20%","Disbursements","2020","Organisation type","Volume",3584.17642901125,"Poverty"
"1639",NA,"Multilateral","Above 20%","Commitments","2018","Organisation type","Volume",10141.80978485,"Poverty"
"1640",NA,"Multilateral","Above 20%","Commitments","2019","Organisation type","Volume",10275.29030638,"Poverty"
"1641",NA,"Multilateral","Above 20%","Commitments","2020","Organisation type","Volume",10495.97706006,"Poverty"
"1642",NA,"Multilateral","Above 20%","Disbursements","2018","Organisation type","Volume",13002.2365965237,"Poverty"
"1643",NA,"Multilateral","Above 20%","Disbursements","2019","Organisation type","Volume",13565.0372056603,"Poverty"
"1644",NA,"Multilateral","Above 20%","Disbursements","2020","Organisation type","Volume",14233.6991818034,"Poverty"
"1645",NA,"Multilateral","Less than 5%","Commitments","2018","Organisation type","Volume",3664.06149418,"Poverty"
"1646",NA,"Multilateral","Less than 5%","Commitments","2019","Organisation type","Volume",3930.80623583,"Poverty"
"1647",NA,"Multilateral","Less than 5%","Commitments","2020","Organisation type","Volume",3892.73757834,"Poverty"
"1648",NA,"Multilateral","Less than 5%","Disbursements","2018","Organisation type","Volume",6434.9381082833,"Poverty"
"1649",NA,"Multilateral","Less than 5%","Disbursements","2019","Organisation type","Volume",7233.33046274141,"Poverty"
"1650",NA,"Multilateral","Less than 5%","Disbursements","2020","Organisation type","Volume",7703.93568107106,"Poverty"
"1651",NA,"Multilateral","Missing","Commitments","2018","Organisation type","Volume",799.43736344,"Poverty"
"1652",NA,"Multilateral","Missing","Commitments","2019","Organisation type","Volume",1078.46864614,"Poverty"
"1653",NA,"Multilateral","Missing","Commitments","2020","Organisation type","Volume",931.78564482,"Poverty"
"1654",NA,"Multilateral","Missing","Disbursements","2018","Organisation type","Volume",2035.1842538887,"Poverty"
"1655",NA,"Multilateral","Missing","Disbursements","2019","Organisation type","Volume",2208.07368014814,"Poverty"
"1656",NA,"Multilateral","Missing","Disbursements","2020","Organisation type","Volume",2326.70894176008,"Poverty"
"1657",NA,"IFI","5-20%","Commitments","2018","Organisation type","Proportion",0.198011922805452,"Poverty"
"1658",NA,"IFI","5-20%","Commitments","2019","Organisation type","Proportion",0.164773044938258,"Poverty"
"1659",NA,"IFI","5-20%","Commitments","2020","Organisation type","Proportion",0.18288418372251,"Poverty"
"1660",NA,"IFI","5-20%","Disbursements","2018","Organisation type","Proportion",0.188997380297315,"Poverty"
"1661",NA,"IFI","5-20%","Disbursements","2019","Organisation type","Proportion",0.215028141919975,"Poverty"
"1662",NA,"IFI","5-20%","Disbursements","2020","Organisation type","Proportion",0.211815813993966,"Poverty"
"1663",NA,"IFI","Above 20%","Commitments","2018","Organisation type","Proportion",0.196642012842481,"Poverty"
"1664",NA,"IFI","Above 20%","Commitments","2019","Organisation type","Proportion",0.17493093649201,"Poverty"
"1665",NA,"IFI","Above 20%","Commitments","2020","Organisation type","Proportion",0.186263018405029,"Poverty"
"1666",NA,"IFI","Above 20%","Disbursements","2018","Organisation type","Proportion",0.18821057335466,"Poverty"
"1667",NA,"IFI","Above 20%","Disbursements","2019","Organisation type","Proportion",0.186202145880507,"Poverty"
"1668",NA,"IFI","Above 20%","Disbursements","2020","Organisation type","Proportion",0.168918079465134,"Poverty"
"1669",NA,"IFI","Less than 5%","Commitments","2018","Organisation type","Proportion",0.482574471344201,"Poverty"
"1670",NA,"IFI","Less than 5%","Commitments","2019","Organisation type","Proportion",0.589705974740195,"Poverty"
"1671",NA,"IFI","Less than 5%","Commitments","2020","Organisation type","Proportion",0.556077205476788,"Poverty"
"1672",NA,"IFI","Less than 5%","Disbursements","2018","Organisation type","Proportion",0.582098760152016,"Poverty"
"1673",NA,"IFI","Less than 5%","Disbursements","2019","Organisation type","Proportion",0.559963443935456,"Poverty"
"1674",NA,"IFI","Less than 5%","Disbursements","2020","Organisation type","Proportion",0.572991469118081,"Poverty"
"1675",NA,"IFI","Missing","Commitments","2018","Organisation type","Proportion",0.122771593007867,"Poverty"
"1676",NA,"IFI","Missing","Commitments","2019","Organisation type","Proportion",0.0705900438295369,"Poverty"
"1677",NA,"IFI","Missing","Commitments","2020","Organisation type","Proportion",0.0747755923956731,"Poverty"
"1678",NA,"IFI","Missing","Disbursements","2018","Organisation type","Proportion",0.0406932861960088,"Poverty"
"1679",NA,"IFI","Missing","Disbursements","2019","Organisation type","Proportion",0.0388062682640612,"Poverty"
"1680",NA,"IFI","Missing","Disbursements","2020","Organisation type","Proportion",0.0462746374228195,"Poverty"
"1681",NA,"Bilateral","5-20%","Commitments","2018","Organisation type","Proportion",0.0744208209406648,"Poverty"
"1682",NA,"Bilateral","5-20%","Commitments","2019","Organisation type","Proportion",0.0817198835224015,"Poverty"
"1683",NA,"Bilateral","5-20%","Commitments","2020","Organisation type","Proportion",0.0628612366387769,"Poverty"
"1684",NA,"Bilateral","5-20%","Disbursements","2018","Organisation type","Proportion",0.0561521133502094,"Poverty"
"1685",NA,"Bilateral","5-20%","Disbursements","2019","Organisation type","Proportion",0.0732908571559525,"Poverty"
"1686",NA,"Bilateral","5-20%","Disbursements","2020","Organisation type","Proportion",0.0692429675904369,"Poverty"
"1687",NA,"Bilateral","Above 20%","Commitments","2018","Organisation type","Proportion",0.300918603467025,"Poverty"
"1688",NA,"Bilateral","Above 20%","Commitments","2019","Organisation type","Proportion",0.245821189100101,"Poverty"
"1689",NA,"Bilateral","Above 20%","Commitments","2020","Organisation type","Proportion",0.227788477058621,"Poverty"
"1690",NA,"Bilateral","Above 20%","Disbursements","2018","Organisation type","Proportion",0.309371860640174,"Poverty"
"1691",NA,"Bilateral","Above 20%","Disbursements","2019","Organisation type","Proportion",0.275224499116689,"Poverty"
"1692",NA,"Bilateral","Above 20%","Disbursements","2020","Organisation type","Proportion",0.266140027097876,"Poverty"
"1693",NA,"Bilateral","Less than 5%","Commitments","2018","Organisation type","Proportion",0.267732148951029,"Poverty"
"1694",NA,"Bilateral","Less than 5%","Commitments","2019","Organisation type","Proportion",0.220056228108433,"Poverty"
"1695",NA,"Bilateral","Less than 5%","Commitments","2020","Organisation type","Proportion",0.185179915355587,"Poverty"
"1696",NA,"Bilateral","Less than 5%","Disbursements","2018","Organisation type","Proportion",0.18162945916632,"Poverty"
"1697",NA,"Bilateral","Less than 5%","Disbursements","2019","Organisation type","Proportion",0.183104062119371,"Poverty"
"1698",NA,"Bilateral","Less than 5%","Disbursements","2020","Organisation type","Proportion",0.18528069010669,"Poverty"
"1699",NA,"Bilateral","Missing","Commitments","2018","Organisation type","Proportion",0.356928426641281,"Poverty"
"1700",NA,"Bilateral","Missing","Commitments","2019","Organisation type","Proportion",0.452402699269065,"Poverty"
"1701",NA,"Bilateral","Missing","Commitments","2020","Organisation type","Proportion",0.524170370947016,"Poverty"
"1702",NA,"Bilateral","Missing","Disbursements","2018","Organisation type","Proportion",0.452846566843296,"Poverty"
"1703",NA,"Bilateral","Missing","Disbursements","2019","Organisation type","Proportion",0.468380581607987,"Poverty"
"1704",NA,"Bilateral","Missing","Disbursements","2020","Organisation type","Proportion",0.479336315204998,"Poverty"
"1705",NA,"Multilateral","5-20%","Commitments","2018","Organisation type","Proportion",0.101713216990207,"Poverty"
"1706",NA,"Multilateral","5-20%","Commitments","2019","Organisation type","Proportion",0.128927765083757,"Poverty"
"1707",NA,"Multilateral","5-20%","Commitments","2020","Organisation type","Proportion",0.147796555074015,"Poverty"
"1708",NA,"Multilateral","5-20%","Disbursements","2018","Organisation type","Proportion",0.0919191857155801,"Poverty"
"1709",NA,"Multilateral","5-20%","Disbursements","2019","Organisation type","Proportion",0.120079655963403,"Poverty"
"1710",NA,"Multilateral","5-20%","Disbursements","2020","Organisation type","Proportion",0.128702580924963,"Poverty"
"1711",NA,"Multilateral","Above 20%","Commitments","2018","Organisation type","Proportion",0.62376317464726,"Poverty"
"1712",NA,"Multilateral","Above 20%","Commitments","2019","Organisation type","Proportion",0.585592065020848,"Poverty"
"1713",NA,"Multilateral","Above 20%","Commitments","2020","Organisation type","Proportion",0.583839146443806,"Poverty"
"1714",NA,"Multilateral","Above 20%","Disbursements","2018","Organisation type","Proportion",0.549873519663213,"Poverty"
"1715",NA,"Multilateral","Above 20%","Disbursements","2019","Organisation type","Proportion",0.518817839927522,"Poverty"
"1716",NA,"Multilateral","Above 20%","Disbursements","2020","Organisation type","Proportion",0.511111508345303,"Poverty"
"1717",NA,"Multilateral","Less than 5%","Commitments","2018","Organisation type","Proportion",0.225354909843273,"Poverty"
"1718",NA,"Multilateral","Less than 5%","Commitments","2019","Organisation type","Proportion",0.224017898492589,"Poverty"
"1719",NA,"Multilateral","Less than 5%","Commitments","2020","Organisation type","Proportion",0.216533684483373,"Poverty"
"1720",NA,"Multilateral","Less than 5%","Disbursements","2018","Organisation type","Proportion",0.272137954124193,"Poverty"
"1721",NA,"Multilateral","Less than 5%","Disbursements","2019","Organisation type","Proportion",0.276650983647543,"Poverty"
"1722",NA,"Multilateral","Less than 5%","Disbursements","2020","Organisation type","Proportion",0.276637164791377,"Poverty"
"1723",NA,"Multilateral","Missing","Commitments","2018","Organisation type","Proportion",0.0491686985192599,"Poverty"
"1724",NA,"Multilateral","Missing","Commitments","2019","Organisation type","Proportion",0.0614622714028071,"Poverty"
"1725",NA,"Multilateral","Missing","Commitments","2020","Organisation type","Proportion",0.0518306139988066,"Poverty"
"1726",NA,"Multilateral","Missing","Disbursements","2018","Organisation type","Proportion",0.0860693404970136,"Poverty"
"1727",NA,"Multilateral","Missing","Disbursements","2019","Organisation type","Proportion",0.0844515204615324,"Poverty"
"1728",NA,"Multilateral","Missing","Disbursements","2020","Organisation type","Proportion",0.0835487459383574,"Poverty"
"1729","African Development Bank Group","African Development Bank Group","High-income","Commitments","2018","Donor","Volume",0,"Income"
"1730","African Development Bank Group","African Development Bank Group","High-income","Commitments","2019","Donor","Volume",105.026297315808,"Income"
"1731","African Development Bank Group","African Development Bank Group","High-income","Commitments","2020","Donor","Volume",227.739207708648,"Income"
"1732","African Development Bank Group","African Development Bank Group","High-income","Disbursements","2018","Donor","Volume",2.51360380187,"Income"
"1733","African Development Bank Group","African Development Bank Group","High-income","Disbursements","2019","Donor","Volume",5.98133138284,"Income"
"1734","African Development Bank Group","African Development Bank Group","High-income","Disbursements","2020","Donor","Volume",226.87202321574,"Income"
"1735","African Development Bank Group","African Development Bank Group","Low-income","Commitments","2018","Donor","Volume",1756.43115271162,"Income"
"1736","African Development Bank Group","African Development Bank Group","Low-income","Commitments","2019","Donor","Volume",1638.77689219402,"Income"
"1737","African Development Bank Group","African Development Bank Group","Low-income","Commitments","2020","Donor","Volume",2662.9604112221,"Income"
"1738","African Development Bank Group","African Development Bank Group","Low-income","Disbursements","2018","Donor","Volume",1118.44644128672,"Income"
"1739","African Development Bank Group","African Development Bank Group","Low-income","Disbursements","2019","Donor","Volume",951.039239707656,"Income"
"1740","African Development Bank Group","African Development Bank Group","Low-income","Disbursements","2020","Donor","Volume",1552.12251195667,"Income"
"1741","African Development Bank Group","African Development Bank Group","Lower-middle-income","Commitments","2018","Donor","Volume",3494.60741857521,"Income"
"1742","African Development Bank Group","African Development Bank Group","Lower-middle-income","Commitments","2019","Donor","Volume",5893.12435021253,"Income"
"1743","African Development Bank Group","African Development Bank Group","Lower-middle-income","Commitments","2020","Donor","Volume",4552.99644910484,"Income"
"1744","African Development Bank Group","African Development Bank Group","Lower-middle-income","Disbursements","2018","Donor","Volume",2379.07605994598,"Income"
"1745","African Development Bank Group","African Development Bank Group","Lower-middle-income","Disbursements","2019","Donor","Volume",2191.10662197143,"Income"
"1746","African Development Bank Group","African Development Bank Group","Lower-middle-income","Disbursements","2020","Donor","Volume",3114.16690207329,"Income"
"1747","African Development Bank Group","African Development Bank Group","Upper-middle-income","Commitments","2018","Donor","Volume",560.27786817222,"Income"
"1748","African Development Bank Group","African Development Bank Group","Upper-middle-income","Commitments","2019","Donor","Volume",406.49332795808,"Income"
"1749","African Development Bank Group","African Development Bank Group","Upper-middle-income","Commitments","2020","Donor","Volume",702.714292136243,"Income"
"1750","African Development Bank Group","African Development Bank Group","Upper-middle-income","Disbursements","2018","Donor","Volume",72.04489068065,"Income"
"1751","African Development Bank Group","African Development Bank Group","Upper-middle-income","Disbursements","2019","Donor","Volume",188.280688086128,"Income"
"1752","African Development Bank Group","African Development Bank Group","Upper-middle-income","Disbursements","2020","Donor","Volume",421.831521560799,"Income"
"1753","Asian Development Bank","Asian Development Bank","High-income","Commitments","2018","Donor","Volume",15,"Income"
"1754","Asian Development Bank","Asian Development Bank","High-income","Commitments","2019","Donor","Volume",22,"Income"
"1755","Asian Development Bank","Asian Development Bank","High-income","Commitments","2020","Donor","Volume",50,"Income"
"1756","Asian Development Bank","Asian Development Bank","High-income","Disbursements","2018","Donor","Volume",10.24297433,"Income"
"1757","Asian Development Bank","Asian Development Bank","High-income","Disbursements","2019","Donor","Volume",4.80836294,"Income"
"1758","Asian Development Bank","Asian Development Bank","High-income","Disbursements","2020","Donor","Volume",46.36051587,"Income"
"1759","Asian Development Bank","Asian Development Bank","Low-income","Commitments","2018","Donor","Volume",1426.724,"Income"
"1760","Asian Development Bank","Asian Development Bank","Low-income","Commitments","2019","Donor","Volume",468.78,"Income"
"1761","Asian Development Bank","Asian Development Bank","Low-income","Commitments","2020","Donor","Volume",584.17,"Income"
"1762","Asian Development Bank","Asian Development Bank","Low-income","Disbursements","2018","Donor","Volume",243.03566629,"Income"
"1763","Asian Development Bank","Asian Development Bank","Low-income","Disbursements","2019","Donor","Volume",8.06697820000004,"Income"
"1764","Asian Development Bank","Asian Development Bank","Low-income","Disbursements","2020","Donor","Volume",254.71673909,"Income"
"1765","Asian Development Bank","Asian Development Bank","Lower-middle-income","Commitments","2018","Donor","Volume",13351.11,"Income"
"1766","Asian Development Bank","Asian Development Bank","Lower-middle-income","Commitments","2019","Donor","Volume",13475.9,"Income"
"1767","Asian Development Bank","Asian Development Bank","Lower-middle-income","Commitments","2020","Donor","Volume",16610.992604,"Income"
"1768","Asian Development Bank","Asian Development Bank","Lower-middle-income","Disbursements","2018","Donor","Volume",8478.89862466,"Income"
"1769","Asian Development Bank","Asian Development Bank","Lower-middle-income","Disbursements","2019","Donor","Volume",9510.16608272,"Income"
"1770","Asian Development Bank","Asian Development Bank","Lower-middle-income","Disbursements","2020","Donor","Volume",15414.3629625,"Income"
"1771","Asian Development Bank","Asian Development Bank","Upper-middle-income","Commitments","2018","Donor","Volume",3633.69,"Income"
"1772","Asian Development Bank","Asian Development Bank","Upper-middle-income","Commitments","2019","Donor","Volume",4644.9726,"Income"
"1773","Asian Development Bank","Asian Development Bank","Upper-middle-income","Commitments","2020","Donor","Volume",8865.189,"Income"
"1774","Asian Development Bank","Asian Development Bank","Upper-middle-income","Disbursements","2018","Donor","Volume",3070.55486578,"Income"
"1775","Asian Development Bank","Asian Development Bank","Upper-middle-income","Disbursements","2019","Donor","Volume",4139.37055141,"Income"
"1776","Asian Development Bank","Asian Development Bank","Upper-middle-income","Disbursements","2020","Donor","Volume",4832.77676238,"Income"
"1777","Australia","Australia","High-income","Commitments","2018","Donor","Volume",0,"Income"
"1778","Australia","Australia","High-income","Commitments","2019","Donor","Volume",0,"Income"
"1779","Australia","Australia","High-income","Commitments","2020","Donor","Volume",0,"Income"
"1780","Australia","Australia","High-income","Disbursements","2018","Donor","Volume",2.553392477,"Income"
"1781","Australia","Australia","High-income","Disbursements","2019","Donor","Volume",22.615595739,"Income"
"1782","Australia","Australia","High-income","Disbursements","2020","Donor","Volume",17.4489978462,"Income"
"1783","Australia","Australia","Low-income","Commitments","2018","Donor","Volume",0,"Income"
"1784","Australia","Australia","Low-income","Commitments","2019","Donor","Volume",0,"Income"
"1785","Australia","Australia","Low-income","Commitments","2020","Donor","Volume",0,"Income"
"1786","Australia","Australia","Low-income","Disbursements","2018","Donor","Volume",172.1718290994,"Income"
"1787","Australia","Australia","Low-income","Disbursements","2019","Donor","Volume",126.4141413288,"Income"
"1788","Australia","Australia","Low-income","Disbursements","2020","Donor","Volume",74.495245887,"Income"
"1789","Australia","Australia","Lower-middle-income","Commitments","2018","Donor","Volume",0,"Income"
"1790","Australia","Australia","Lower-middle-income","Commitments","2019","Donor","Volume",0,"Income"
"1791","Australia","Australia","Lower-middle-income","Commitments","2020","Donor","Volume",0,"Income"
"1792","Australia","Australia","Lower-middle-income","Disbursements","2018","Donor","Volume",1452.0067450886,"Income"
"1793","Australia","Australia","Lower-middle-income","Disbursements","2019","Donor","Volume",1266.2469917748,"Income"
"1794","Australia","Australia","Lower-middle-income","Disbursements","2020","Donor","Volume",817.387775665001,"Income"
"1795","Australia","Australia","Upper-middle-income","Commitments","2018","Donor","Volume",0,"Income"
"1796","Australia","Australia","Upper-middle-income","Commitments","2019","Donor","Volume",0,"Income"
"1797","Australia","Australia","Upper-middle-income","Commitments","2020","Donor","Volume",0,"Income"
"1798","Australia","Australia","Upper-middle-income","Disbursements","2018","Donor","Volume",240.5216968328,"Income"
"1799","Australia","Australia","Upper-middle-income","Disbursements","2019","Donor","Volume",418.3539122151,"Income"
"1800","Australia","Australia","Upper-middle-income","Disbursements","2020","Donor","Volume",259.2085251282,"Income"
"1801","Belgium","Belgium","High-income","Commitments","2018","Donor","Volume",0,"Income"
"1802","Belgium","Belgium","High-income","Commitments","2019","Donor","Volume",0,"Income"
"1803","Belgium","Belgium","High-income","Commitments","2020","Donor","Volume",0,"Income"
"1804","Belgium","Belgium","High-income","Disbursements","2018","Donor","Volume",0,"Income"
"1805","Belgium","Belgium","High-income","Disbursements","2019","Donor","Volume",0,"Income"
"1806","Belgium","Belgium","High-income","Disbursements","2020","Donor","Volume",0,"Income"
"1807","Belgium","Belgium","Low-income","Commitments","2018","Donor","Volume",279.510366487745,"Income"
"1808","Belgium","Belgium","Low-income","Commitments","2019","Donor","Volume",254.393759538384,"Income"
"1809","Belgium","Belgium","Low-income","Commitments","2020","Donor","Volume",561.98149362656,"Income"
"1810","Belgium","Belgium","Low-income","Disbursements","2018","Donor","Volume",285.848796258765,"Income"
"1811","Belgium","Belgium","Low-income","Disbursements","2019","Donor","Volume",223.342095961386,"Income"
"1812","Belgium","Belgium","Low-income","Disbursements","2020","Donor","Volume",102.68235493917,"Income"
"1813","Belgium","Belgium","Lower-middle-income","Commitments","2018","Donor","Volume",18.13562329,"Income"
"1814","Belgium","Belgium","Lower-middle-income","Commitments","2019","Donor","Volume",172.448276393805,"Income"
"1815","Belgium","Belgium","Lower-middle-income","Commitments","2020","Donor","Volume",224.25000793228,"Income"
"1816","Belgium","Belgium","Lower-middle-income","Disbursements","2018","Donor","Volume",89.62318451935,"Income"
"1817","Belgium","Belgium","Lower-middle-income","Disbursements","2019","Donor","Volume",90.0888922639004,"Income"
"1818","Belgium","Belgium","Lower-middle-income","Disbursements","2020","Donor","Volume",22.9902267175499,"Income"
"1819","Belgium","Belgium","Upper-middle-income","Commitments","2018","Donor","Volume",22.07890317,"Income"
"1820","Belgium","Belgium","Upper-middle-income","Commitments","2019","Donor","Volume",22.7650943663,"Income"
"1821","Belgium","Belgium","Upper-middle-income","Commitments","2020","Donor","Volume",80.4743962785,"Income"
"1822","Belgium","Belgium","Upper-middle-income","Disbursements","2018","Donor","Volume",61.772911782615,"Income"
"1823","Belgium","Belgium","Upper-middle-income","Disbursements","2019","Donor","Volume",24.465687871438,"Income"
"1824","Belgium","Belgium","Upper-middle-income","Disbursements","2020","Donor","Volume",27.017788640985,"Income"
"1825","Canada","Canada","High-income","Commitments","2018","Donor","Volume",2.575862631258,"Income"
"1826","Canada","Canada","High-income","Commitments","2019","Donor","Volume",14.19753365673,"Income"
"1827","Canada","Canada","High-income","Commitments","2020","Donor","Volume",25.310409101781,"Income"
"1828","Canada","Canada","High-income","Disbursements","2018","Donor","Volume",10.7227913374807,"Income"
"1829","Canada","Canada","High-income","Disbursements","2019","Donor","Volume",7.3594052489067,"Income"
"1830","Canada","Canada","High-income","Disbursements","2020","Donor","Volume",8.97218031321181,"Income"
"1831","Canada","Canada","Low-income","Commitments","2018","Donor","Volume",738.757664396483,"Income"
"1832","Canada","Canada","Low-income","Commitments","2019","Donor","Volume",700.140307721727,"Income"
"1833","Canada","Canada","Low-income","Commitments","2020","Donor","Volume",403.177022551785,"Income"
"1834","Canada","Canada","Low-income","Disbursements","2018","Donor","Volume",1003.3250738916,"Income"
"1835","Canada","Canada","Low-income","Disbursements","2019","Donor","Volume",760.054152247673,"Income"
"1836","Canada","Canada","Low-income","Disbursements","2020","Donor","Volume",579.248144366366,"Income"
"1837","Canada","Canada","Lower-middle-income","Commitments","2018","Donor","Volume",474.224192183545,"Income"
"1838","Canada","Canada","Lower-middle-income","Commitments","2019","Donor","Volume",402.450998120542,"Income"
"1839","Canada","Canada","Lower-middle-income","Commitments","2020","Donor","Volume",372.206894598126,"Income"
"1840","Canada","Canada","Lower-middle-income","Disbursements","2018","Donor","Volume",538.855811482741,"Income"
"1841","Canada","Canada","Lower-middle-income","Disbursements","2019","Donor","Volume",505.767118918398,"Income"
"1842","Canada","Canada","Lower-middle-income","Disbursements","2020","Donor","Volume",448.276347867167,"Income"
"1843","Canada","Canada","Upper-middle-income","Commitments","2018","Donor","Volume",202.297790217416,"Income"
"1844","Canada","Canada","Upper-middle-income","Commitments","2019","Donor","Volume",326.109528208794,"Income"
"1845","Canada","Canada","Upper-middle-income","Commitments","2020","Donor","Volume",156.14973345327,"Income"
"1846","Canada","Canada","Upper-middle-income","Disbursements","2018","Donor","Volume",325.281048524153,"Income"
"1847","Canada","Canada","Upper-middle-income","Disbursements","2019","Donor","Volume",286.208066782536,"Income"
"1848","Canada","Canada","Upper-middle-income","Disbursements","2020","Donor","Volume",264.650744589235,"Income"
"1849","Denmark","Denmark","High-income","Commitments","2018","Donor","Volume",0,"Income"
"1850","Denmark","Denmark","High-income","Commitments","2019","Donor","Volume",0,"Income"
"1851","Denmark","Denmark","High-income","Commitments","2020","Donor","Volume",2.271,"Income"
"1852","Denmark","Denmark","High-income","Disbursements","2018","Donor","Volume",0,"Income"
"1853","Denmark","Denmark","High-income","Disbursements","2019","Donor","Volume",0,"Income"
"1854","Denmark","Denmark","High-income","Disbursements","2020","Donor","Volume",1.412035323306,"Income"
"1855","Denmark","Denmark","Low-income","Commitments","2018","Donor","Volume",477.932587884576,"Income"
"1856","Denmark","Denmark","Low-income","Commitments","2019","Donor","Volume",456.186134903793,"Income"
"1857","Denmark","Denmark","Low-income","Commitments","2020","Donor","Volume",167.844906154914,"Income"
"1858","Denmark","Denmark","Low-income","Disbursements","2018","Donor","Volume",452.161578317328,"Income"
"1859","Denmark","Denmark","Low-income","Disbursements","2019","Donor","Volume",510.349645674513,"Income"
"1860","Denmark","Denmark","Low-income","Disbursements","2020","Donor","Volume",300.262944637684,"Income"
"1861","Denmark","Denmark","Lower-middle-income","Commitments","2018","Donor","Volume",75.430292262336,"Income"
"1862","Denmark","Denmark","Lower-middle-income","Commitments","2019","Donor","Volume",91.573974279867,"Income"
"1863","Denmark","Denmark","Lower-middle-income","Commitments","2020","Donor","Volume",45.91352612729,"Income"
"1864","Denmark","Denmark","Lower-middle-income","Disbursements","2018","Donor","Volume",215.61962133096,"Income"
"1865","Denmark","Denmark","Lower-middle-income","Disbursements","2019","Donor","Volume",184.211870268444,"Income"
"1866","Denmark","Denmark","Lower-middle-income","Disbursements","2020","Donor","Volume",163.194162688564,"Income"
"1867","Denmark","Denmark","Upper-middle-income","Commitments","2018","Donor","Volume",76.452604991136,"Income"
"1868","Denmark","Denmark","Upper-middle-income","Commitments","2019","Donor","Volume",26.4068792327,"Income"
"1869","Denmark","Denmark","Upper-middle-income","Commitments","2020","Donor","Volume",45.394817638,"Income"
"1870","Denmark","Denmark","Upper-middle-income","Disbursements","2018","Donor","Volume",81.69305820984,"Income"
"1871","Denmark","Denmark","Upper-middle-income","Disbursements","2019","Donor","Volume",54.871242337052,"Income"
"1872","Denmark","Denmark","Upper-middle-income","Disbursements","2020","Donor","Volume",41.205736491428,"Income"
"1873","EC","EC","High-income","Commitments","2018","Donor","Volume",150.725494955285,"Income"
"1874","EC","EC","High-income","Commitments","2019","Donor","Volume",50.895673251555,"Income"
"1875","EC","EC","High-income","Commitments","2020","Donor","Volume",267.80132601162,"Income"
"1876","EC","EC","High-income","Disbursements","2018","Donor","Volume",377.248445968405,"Income"
"1877","EC","EC","High-income","Disbursements","2019","Donor","Volume",199.269248288077,"Income"
"1878","EC","EC","High-income","Disbursements","2020","Donor","Volume",225.606641051475,"Income"
"1879","EC","EC","Low-income","Commitments","2018","Donor","Volume",2097.22676906621,"Income"
"1880","EC","EC","Low-income","Commitments","2019","Donor","Volume",2406.22533501942,"Income"
"1881","EC","EC","Low-income","Commitments","2020","Donor","Volume",2566.26106070419,"Income"
"1882","EC","EC","Low-income","Disbursements","2018","Donor","Volume",3868.43599829373,"Income"
"1883","EC","EC","Low-income","Disbursements","2019","Donor","Volume",2961.40081145004,"Income"
"1884","EC","EC","Low-income","Disbursements","2020","Donor","Volume",3122.75755660387,"Income"
"1885","EC","EC","Lower-middle-income","Commitments","2018","Donor","Volume",4566.54374162466,"Income"
"1886","EC","EC","Lower-middle-income","Commitments","2019","Donor","Volume",2467.0865437088,"Income"
"1887","EC","EC","Lower-middle-income","Commitments","2020","Donor","Volume",3040.37666697508,"Income"
"1888","EC","EC","Lower-middle-income","Disbursements","2018","Donor","Volume",3197.03813628012,"Income"
"1889","EC","EC","Lower-middle-income","Disbursements","2019","Donor","Volume",3115.08965366168,"Income"
"1890","EC","EC","Lower-middle-income","Disbursements","2020","Donor","Volume",4260.67025890745,"Income"
"1891","EC","EC","Upper-middle-income","Commitments","2018","Donor","Volume",3564.94994801777,"Income"
"1892","EC","EC","Upper-middle-income","Commitments","2019","Donor","Volume",4404.13496982094,"Income"
"1893","EC","EC","Upper-middle-income","Commitments","2020","Donor","Volume",2705.06264717931,"Income"
